"biosample_name","description","high_level_annotation","low_level_annotation"
"coronary artery","Artery supplying blood to the heart","Vasculature","vasculature_tissue"
"tongue","Tongue tissue","Mouth","other_tissue"
"muscle of trunk","Skeletal muscle tissue from the trunk","Muscle","muscle_tissue"
"frontal cortex","Brain region for executive function","Brain","brain_tissue_or_region"
"putamen","Brain structure in basal ganglia","Brain","brain_tissue_or_region"
"globus pallidus","Brain structure in basal ganglia","Brain","brain_tissue_or_region"
"Ammon's horn","Region of the hippocampus","Brain","brain_tissue_or_region"
"placenta","Organ developed during pregnancy","Reproductive","reproductive_tissue"
"cerebellum","Brain region for motor control and coordination","Brain","brain_tissue_or_region"
"small intestine","Small intestine tissue","Digestive","digestive_tissue"
"cerebellar cortex","Outer layer of the cerebellum","Brain","brain_tissue_or_region"
"right lung","Right lung tissue","Lung","lung_tissue"
"spinal cord","Main nerve cord (Central Nervous System)","Brain","brain_tissue_or_region"
"muscle of back","Skeletal muscle tissue from the back","Muscle","muscle_tissue"
"umbilical cord","Tissue connecting fetus to placenta","Reproductive","reproductive_tissue"
"prostate gland","Male reproductive gland","Prostate","prostate_tissue"
"thymus","Lymphoid organ (T-cell maturation)","Immune System","other_tissue"
"head of caudate nucleus","Part of the caudate nucleus (basal ganglia)","Brain","brain_tissue_or_region"
"posterior cingulate gyrus","Brain region in the limbic system","Brain","brain_tissue_or_region"
"chorion","Outermost membrane surrounding an embryo","Reproductive","reproductive_tissue"
"forelimb muscle","Muscle tissue from the arm","Muscle","muscle_tissue"
"hindlimb muscle","Muscle tissue from the leg","Muscle","muscle_tissue"
"lower leg skin","Skin from the lower leg","Skin","skin_tissue"
"left kidney","Left kidney tissue","Kidney","kidney_tissue"
"right kidney","Right kidney tissue","Kidney","kidney_tissue"
"renal cortex interstitium","Tissue within the kidney cortex","Kidney","kidney_tissue"
"right atrium auricular region","Part of the right atrium of the heart","Heart","heart_tissue"
"dorsolateral prefrontal cortex","Brain region for executive function","Brain","brain_tissue_or_region"
"left renal pelvis","Funnel-like structure in the left kidney","Kidney","kidney_tissue"
"right renal pelvis","Funnel-like structure in the right kidney","Kidney","kidney_tissue"
"left renal cortex interstitium","Tissue within the left kidney cortex","Kidney","kidney_tissue"
"right renal cortex interstitium","Tissue within the right kidney cortex","Kidney","kidney_tissue"
"suprapubic skin","Skin from the lower abdomen","Skin","skin_tissue"
"right forelimb","Arm tissue","Muscle","muscle_tissue"
"left forelimb","Arm tissue","Muscle","muscle_tissue"
"right hindlimb","Leg tissue","Muscle","muscle_tissue"
"left hindlimb","Leg tissue","Muscle","muscle_tissue"
"osteoblast","Cell that forms bone","Skeletal","skeletal_cell"
"osteocyte","Mature bone cell","Skeletal","skeletal_cell"
"type B pancreatic cell","Beta cell (produces insulin) in pancreas","Pancreas","pancreas_cell"
"erythroblast","Immature red blood cell","Blood","blood_cell"
"neutrophil","Type of granular white blood cell","Immune System","immune_cell"
"neural cell","General term for a cell of the nervous system","Brain","brain_cell"
"GM12872","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"GM12873","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"GM12874","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"GM12875","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"HEK293","Human embryonic kidney cell line 293","Kidney","kidney_cell_line"
"HEK293T","HEK293 cell line variant (expresses SV40 T-antigen)","Kidney","kidney_cell_line"
"WI38","Human fetal lung fibroblast cell line","Lung","connective_tissue_cell"
"LNCAP","Human prostate adenocarcinoma cell line","Cancer","cancer_cell_line"
"22Rv1","Human prostate carcinoma cell line","Cancer","cancer_cell_line"
"DOHH2","Human B-cell lymphoma cell line","Cancer","blood_cell_line"
"Raji","Human Burkitt's lymphoma cell line","Cancer","blood_cell_line"
"SH-SY5Y","Human neuroblastoma cell line (brain)","Cancer","brain_cell_line"
"H54","Cell line","Other","other_cell_line"
"GM12892","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"PFSK-1","Human CNS primitive neuroectodermal tumor cell line","Cancer","brain_cell_line"
"GM10847","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"GM15510","Fibroblast cell line","Skin","connective_tissue_cell"
"GM18526","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"GM18951","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"GM19099","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"GM19193","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"KMS-11","Human multiple myeloma cell line","Cancer","blood_cell_line"
"Ishikawa","Human endometrial adenocarcinoma cell line","Cancer","cancer_cell_line"
"OCI-LY1","Human B-cell lymphoma cell line","Cancer","blood_cell_line"
"C4-2B","Human prostate carcinoma cell line","Cancer","cancer_cell_line"
"OCI-LY3","Human B-cell lymphoma cell line","Cancer","blood_cell_line"
"Loucy","Human T-cell acute lymphoblastic leukemia cell line","Cancer","cancer_cell_line"
"VCaP","Human prostate carcinoma cell line","Cancer","cancer_cell_line"
"BLaER1","B-cell line","Immune System","blood_cell_line"
"parathyroid adenoma","Benign tumor of the parathyroid gland","Gland","other_tissue"
"vagina","Female reproductive organ","Reproductive","reproductive_tissue"
"nephron","Functional unit of the kidney","Kidney","kidney_tissue"
"esophagus muscularis mucosa","Muscle layer of the esophagus lining","Digestive","digestive_tissue"
"esophagus squamous epithelium","Epithelial layer of the esophagus","Digestive","digestive_tissue"
"smooth muscle cell","Non-striated muscle cell","Muscle","muscle_cell"
"ectodermal cell","Embryonic germ layer cell (forms skin, brain)","Stem Cell","stem_cell"
"mesodermal cell","Embryonic germ layer cell (forms muscle, bone, blood)","Stem Cell","stem_cell"
"neuron","Primary signaling cell of the nervous system","Brain","brain_cell"
"skeletal muscle satellite cell","Stem cell for muscle repair","Muscle","stem_cell"
"mononuclear cell","Blood cell with a single round nucleus (e.g., monocyte)","Immune System","immune_cell"
"myoepithelial cell of mammary gland","Cell in breast tissue","Breast","other_cell"
"luminal epithelial cell of mammary gland","Lining cell of breast ducts","Breast","other_cell"
"peripheral blood mononuclear cell","PBMCs (T-cells, B-cells, monocytes)","Immune System","immune_cell"
"SU-DHL-6","Human B-cell lymphoma cell line","Cancer","blood_cell_line"
"GM08714","Lymphoblastoid cell line (LCL)","Immune System","blood_cell_line"
"KOPT-K1","Human T-cell acute lymphoblastic leukemia cell line","Cancer","cancer_cell_line"
"ACC112","Cell line","Other","other_cell_line"
"ES-I3","Human embryonic stem cell line","Stem Cell","stem_cell_line"
"HUES48","Human embryonic stem cell line","Stem Cell","stem_cell_line"
"HUES6","Human embryonic stem cell line","Stem Cell","stem_cell_line"
"HUES64","Human embryonic stem cell line","Stem Cell","stem_cell_line"
"iPS DF 19.11","Human induced pluripotent stem cell line","Stem Cell","stem_cell_line"
"iPS-11a","Human induced pluripotent stem cell line","Stem Cell","stem_cell_line"
"iPS-15b","Human induced pluripotent stem cell line","Stem Cell","stem_cell_line"
"iPS-18a","Human induced pluripotent stem cell line","Stem Cell","stem_cell_line"
"iPS-18c","Human induced pluripotent stem cell line","Stem Cell","stem_cell_line"
"iPS-20b","Human induced pluripotent stem cell line","Stem Cell","stem_cell_line"
"UCSF-4","Human embryonic stem cell line","Stem Cell","stem_cell_line"
"neurosphere","Floating cluster of neural stem cells","Brain","stem_cell"
"germinal matrix","Embryonic brain region where cells proliferate","Brain","brain_tissue_or_region"
"placental basal plate","Part of the placenta","Reproductive","reproductive_tissue"
"fibroblast of breast","Connective tissue cell of the breast","Breast","connective_tissue_cell"
"endocrine pancreas","Hormone-producing part of the pancreas","Pancreas","pancreas_tissue"
"trophoblast","Cell forming the outer layer of a blastocyst","Reproductive","reproductive_cell"
"amnion","Innermost membrane surrounding an embryo","Reproductive","reproductive_tissue"
"duodenal mucosa","Lining of the duodenum (small intestine)","Digestive","digestive_tissue"
"skin epidermis","Outermost layer of the skin","Skin","skin_tissue"
"esophagus","Esophagus tissue","Digestive","digestive_tissue"
"skeletal muscle tissue","Skeletal muscle tissue","Muscle","muscle_tissue"
"mucosa of stomach","Lining of the stomach","Digestive","digestive_tissue"
"urinary bladder","Urinary bladder tissue","Bladder","other_tissue"
"temporal lobe","Brain region for memory and hearing","Brain","brain_tissue_or_region"
"caudate nucleus","Brain structure in basal ganglia","Brain","brain_tissue_or_region"
"substantia nigra","Brainstem region involved in reward and movement","Brain","brain_tissue_or_region"
"layer of hippocampus","Layer within the hippocampus","Brain","brain_tissue_or_region"
"angular gyrus","Brain region in the parietal lobe","Brain","brain_tissue_or_region"
"cingulate gyrus","Brain region in the limbic system","Brain","brain_tissue_or_region"
"mucosa of rectum","Lining of the rectum","Digestive","digestive_tissue"
"stomach smooth muscle","Muscle layer of the stomach","Digestive","digestive_tissue"
"chorionic villus","Structure of the placenta","Reproductive","reproductive_tissue"
"muscle layer of duodenum","Muscle layer of the small intestine","Digestive","digestive_tissue"
"muscle layer of colon","Muscle layer of the large intestine","Digestive","digestive_tissue"
"subcutaneous abdominal adipose tissue","Fat tissue under the skin of the abdomen","Adipose (Fat)","adipose_tissue"
"rectal smooth muscle tissue","Muscle tissue of the rectum","Digestive","digestive_tissue"
"mesothelial cell","Cell forming the lining of body cavities","Other","other_cell"
"fat cell","Adipocyte","Adipose (Fat)","adipose_cell"
"basophil","Type of granular white blood cell","Immune System","immune_cell"
"eosinophil","Type of granular white blood cell","Immune System","immune_cell"
"plasmacytoid dendritic cell","Type of immune cell (dendritic cell)","Immune System","immune_cell"
"immature conventional dendritic cell","Type of immune cell (dendritic cell)","Immune System","immune_cell"
"bone marrow cell","Cell from bone marrow (e.g., hematopoietic stem cell)","Bone Marrow","blood_cell"
"epithelial cell of Malassez","Epithelial cells in the tooth ligament","Mouth","other_cell"
"olfactory epithelial cell","Epithelial cell in the nasal cavity (smell)","Nervous System","other_cell"
"myelocyte","Immature white blood cell","Immune System","immune_cell"
"CD14-positive, CD16-positive monocyte","Monocyte blood cell subtype","Immune System","immune_cell"
"naive regulatory T cell","Naive T-cell (Treg) subtype","Immune System","immune_cell"
"umbilical cord blood","Blood from the umbilical cord","Blood","blood_tissue"
"mast cell","Type of granular immune cell","Immune System","immune_cell"
"mesenchymal cell","Mesenchymal stromal/stem cell","Stem Cell","stem_cell"
"cell of skeletal muscle","Skeletal muscle cell","Muscle","muscle_cell"
"synovial cell","Cell in the synovial membrane (joints)","Skeletal","other_cell"
"Sertoli cell","Cell in the testis","Reproductive","reproductive_cell"
"macrophage","Phagocytic immune cell","Immune System","immune_cell"
"tracheal epithelial cell","Lining cell of the trachea","Lung","lung_cell"
"pneumocyte","Epithelial cell of the alveolus (lung)","Lung","lung_cell"
"tendon cell","Tenocyte, cell of a tendon","Skeletal","connective_tissue_cell"
"Langerhans cell","Immune cell (dendritic cell) in the skin","Immune System","immune_cell"
"reticulocyte","Immature red blood cell","Blood","blood_cell"
"cardiac mesenchymal cell","Mesenchymal cell from the heart","Heart","stem_cell"
"corneal epithelial cell","Lining cell of the cornea (eye)","Eye","eye_cell"
"monocyte","Type of white blood cell (precursor to macrophage)","Immune System","immune_cell"
"mesangial cell","Specialized cell in the kidney","Kidney","kidney_cell"
"leptomeningeal cell","Cell from the meninges (brain covering)","Brain","brain_cell"
"urothelial cell","Lining cell of the urinary bladder","Bladder","other_cell"
"gamma-delta T cell","T-cell subtype","Immune System","immune_cell"
"immature CD1a-positive Langerhans cell","Developing Langerhans cell (skin immune cell)","Immune System","immune_cell"
"CD14-positive, CD16-negative classical monocyte","Monocyte blood cell subtype","Immune System","immune_cell"
"endothelial cell of lymphatic vessel","Lining cell of a lymph vessel","Vasculature","vasculature_cell"
"acinar cell of sebaceous gland","Cell in a skin gland","Skin","skin_cell"
"capillary endothelial cell","Lining cell of a capillary (blood vessel)","Vasculature","vasculature_cell"
"glomerular endothelial cell","Lining cell of a kidney glomerulus capillary","Kidney","vasculature_cell"
"lens epithelial cell","Cell from the lens of the eye","Eye","eye_cell"
"mammary gland epithelial cell","Lining cell of breast ducts","Breast","other_cell"
"keratocyte","Cell in the cornea of the eye","Eye","eye_cell"
"trabecular meshwork cell","Cell in the eye (drains aqueous humor)","Eye","eye_cell"
"respiratory epithelial cell","Lining cell of the respiratory tract","Lung","lung_cell"
"oligodendrocyte precursor cell","Progenitor cell that forms myelin in the CNS","Brain","stem_cell"
"enteric smooth muscle cell","Muscle cell of the digestive tract","Digestive","muscle_cell"
"subcutaneous fat cell","Fat cell from under the skin","Adipose (Fat)","adipose_cell"
"amnion mesenchymal stem cell","Stem cell from the amnion (placenta)","Stem Cell","stem_cell"
"aortic smooth muscle cell","Muscle cell of the aorta","Vasculature","vasculature_cell"
"mesenchymal stem cell of the bone marrow","Stem cell from bone marrow","Stem Cell","stem_cell"
"vein endothelial cell","Lining cell of a vein","Vasculature","vasculature_cell"
"aortic endothelial cell","Lining cell of the aorta","Vasculature","vasculature_cell"
"thoracic aorta endothelial cell","Lining cell of the thoracic aorta","Vasculature","vasculature_cell"
"fibroblast of choroid plexus","Connective tissue cell of the choroid plexus","Brain","connective_tissue_cell"
"fibroblast of the conjuctiva","Connective tissue cell of the eye","Eye","connective_tissue_cell"
"lung fibroblast","Connective tissue cell of the lung","Lung","connective_tissue_cell"
"fibroblast of lymphatic vessel","Connective tissue cell of a lymph vessel","Vasculature","connective_tissue_cell"
"fibroblast of periodontium","Connective tissue cell of the tooth structures","Mouth","connective_tissue_cell"
"outer root sheath cell","Cell of the hair follicle","Skin","skin_cell"
"intestinal epithelial cell","Lining cell of the intestine","Digestive","digestive_cell"
"nucleus pulposus cell of intervertebral disc","Cell in the center of a spinal disc","Skeletal","skeletal_cell"
"dark melanocyte","Pigment-producing cell (dark)","Skin","skin_cell"
"light melanocyte","Pigment-producing cell (light)","Skin","skin_cell"
"mesenchymal stem cell of Wharton's jelly","Stem cell from umbilical cord","Stem Cell","stem_cell"
"mesenchymal stem cell of umbilical cord","Stem cell from umbilical cord","Stem Cell","stem_cell"
"mesenchymal stem cell of adipose","Stem cell from fat tissue","Stem Cell","stem_cell"
"hepatic mesenchymal stem cell","Stem cell from the liver","Stem Cell","stem_cell"
"vertebral mesenchymal stem cell","Stem cell from a vertebra","Stem Cell","stem_cell"
"Schwann cell","Cell that forms myelin in the Peripheral Nervous System","Nervous System","other_cell"
"stromal cell of pancreas","Connective tissue cell of the pancreas","Pancreas","connective_tissue_cell"
"central nervous system pericyte","Cell supporting the blood-brain barrier","Brain","vasculature_cell"
"perineural cell","Cell surrounding peripheral nerves","Nervous System","other_cell"
"placental epithelial cell","Lining cell of the placenta","Reproductive","reproductive_cell"
"omentum preadipocyte","Progenitor fat cell from omentum","Adipose (Fat)","stem_cell"
"preadipocyte of the breast","Progenitor fat cell from breast","Adipose (Fat)","stem_cell"
"perirenal preadipocyte","Progenitor fat cell from around the kidney","Adipose (Fat)","stem_cell"
"visceral preadipocyte","Progenitor fat cell from internal organs","Adipose (Fat)","stem_cell"
"subcutaneous preadipocyte","Progenitor fat cell from under the skin","Adipose (Fat)","stem_cell"
"smooth muscle cell of the umbilical vein","Muscle cell of the umbilical vein","Vasculature","vasculature_cell"
"smooth muscle cell of the brachiocephalic vasculature","Muscle cell of an artery in the chest","Vasculature","vasculature_cell"
"smooth muscle cell of the pulmonary artery","Muscle cell of the pulmonary artery","Vasculature","vasculature_cell"
"smooth muscle cell of the coronary artery","Muscle cell of the coronary artery","Vasculature","vasculature_cell"
"smooth muscle cell of the internal thoracic artery","Muscle cell of an artery in the chest","Vasculature","vasculature_cell"
"smooth muscle cell of the umbilical artery","Muscle cell of the umbilical artery","Vasculature","vasculature_cell"
"smooth muscle cell of the subclavian artery","Muscle cell of an artery in the shoulder","Vasculature","vasculature_cell"
"smooth muscle cell of the carotid artery","Muscle cell of the carotid artery (neck)","Vasculature","vasculature_cell"
"smooth muscle cell of bladder","Muscle cell of the urinary bladder","Bladder","muscle_cell"
"bronchial smooth muscle cell","Muscle cell of the airways","Lung","muscle_cell"
"smooth muscle cell of the esophagus","Muscle cell of the esophagus","Digestive","muscle_cell"
"smooth muscle cell of trachea","Muscle cell of the trachea","Lung","muscle_cell"
"uterine smooth muscle cell","Muscle cell of the uterus","Reproductive","muscle_cell"
"annulus pulposus cell","Cell in an intervertebral disc","Skeletal","skeletal_cell"
"astrocyte of the cerebral cortex","Astrocyte from the cerebral cortex","Brain","brain_cell"
"adipocyte of omentum tissue","Fat cell from omentum (abdomen)","Adipose (Fat)","adipose_cell"
"perirenal adipocyte cell","Fat cell from around the kidney","Adipose (Fat)","adipose_cell"
"adipocyte of breast","Fat cell from the breast","Adipose (Fat)","adipose_cell"
"gingival epithelial cell","Lining cell of the gums","Mouth","other_cell"
"prostate stromal cell","Connective tissue cell of the prostate","Prostate","connective_tissue_cell"
"acinar cell of salivary gland","Saliva-producing cell","Gland","gland_cell"
"smooth muscle cell of colon","Muscle cell of the large intestine","Digestive","muscle_cell"
"endothelial cell of artery","Lining cell of an artery","Vasculature","vasculature_cell"
"stem cell of epidermis","Stem cell of the outer skin layer","Skin","stem_cell"
"smooth muscle cell of prostate","Muscle cell of the prostate","Prostate","muscle_cell"
"nephron tubule epithelial cell","Lining cell of a kidney nephron","Kidney","kidney_cell"
"THP-1","Human acute monocytic leukemia cell line","Cancer","blood_cell_line"
"Jurkat","Human T-cell leukemia cell line","Cancer","cancer_cell_line"
"DU 145","Human prostate carcinoma cell line","Cancer","cancer_cell_line"
"uterine cervix","Tissue of the cervix","Reproductive","reproductive_tissue"
"pituitary gland","Endocrine gland at the base of the brain","Brain","gland_tissue"
"zone of skin","Skin tissue","Skin","skin_tissue"
"camera-type eye","Eye tissue","Eye","eye_tissue"
"lymph node","Immune system organ","Immune System","other_tissue"
"urethra","Tube from the bladder","Bladder","other_tissue"
"blood","Blood (whole)","Blood","blood_tissue"
"breast","Breast tissue","Breast","other_tissue"
"throat","Throat tissue","Other","other_tissue"
"egg chorion","Outer membrane of an egg","Reproductive","reproductive_tissue"
"cranial nerve II","Optic nerve","Brain","brain_tissue_or_region"
"penis","Male reproductive organ","Reproductive","reproductive_tissue"
"female gonad","Ovary","Reproductive","reproductive_tissue"
"seminal vesicle","Male reproductive gland","Reproductive","reproductive_tissue"
"vas deferens","Tube carrying sperm","Reproductive","reproductive_tissue"
"adipose tissue","Fat tissue","Adipose (Fat)","adipose_tissue"
"saliva-secreting gland","Salivary gland","Gland","gland_tissue"
"rectum","Final section of the large intestine","Digestive","digestive_tissue"
"diaphragm","Muscle tissue of the diaphragm","Muscle","muscle_tissue"
"smooth muscle tissue","Smooth muscle tissue (general)","Muscle","muscle_tissue"
"vermiform appendix","Appendix","Digestive","digestive_tissue"
"colon","Large intestine tissue","Digestive","digestive_tissue"
"epididymis","Tube at the back of the testis","Reproductive","reproductive_tissue"
"cerebrospinal fluid","Fluid surrounding the brain and spinal cord","Brain","other_fluid"
"soleus muscle","Calf muscle tissue","Muscle","muscle_tissue"
"medial rectus extraocular muscle","Eye muscle tissue","Muscle","muscle_tissue"
"lateral rectus extra-ocular muscle","Eye muscle tissue","Muscle","muscle_tissue"
"artery","Artery tissue (general)","Vasculature","vasculature_tissue"
"vein","Vein tissue (general)","Vasculature","vasculature_tissue"
"submandibular gland","Salivary gland","Gland","gland_tissue"
"vitreous humor","Fluid inside the eye","Eye","other_fluid"
"parotid gland","Salivary gland","Gland","gland_tissue"
"parietal lobe","Brain region for sensory processing","Brain","brain_tissue_or_region"
"amygdala","Brain region for emotion (limbic system)","Brain","brain_tissue_or_region"
"nucleus accumbens","Brain region for reward (basal ganglia)","Brain","brain_tissue_or_region"
"diencephalon","Brain region (contains thalamus, hypothalamus)","Brain","brain_tissue_or_region"
"medulla oblongata","Brainstem region","Brain","brain_tissue_or_region"
"dorsal plus ventral thalamus","Brain region (thalamus)","Brain","brain_tissue_or_region"
"pineal body","Pineal gland (in the brain)","Brain","gland_tissue"
"occipital lobe","Brain region for vision","Brain","brain_tissue_or_region"
"insula","Brain region (insular cortex)","Brain","brain_tissue_or_region"
"gallbladder","Organ that stores bile","Digestive","digestive_tissue"
"duodenum","First part of the small intestine","Digestive","digestive_tissue"
"right ovary","Female reproductive organ","Reproductive","reproductive_tissue"
"left ovary","Female reproductive organ","Reproductive","reproductive_tissue"
"tricuspid valve","Heart valve","Heart","heart_tissue"
"mitral valve","Heart valve","Heart","heart_tissue"
"pulmonary valve","Heart valve","Heart","heart_tissue"
"locus ceruleus","Brainstem region (source of norepinephrine)","Brain","brain_tissue_or_region"
"corpus callosum","Nerve tract connecting brain hemispheres","Brain","brain_tissue_or_region"
"meninx","Meninges (brain/spinal cord covering)","Brain","other_tissue"
"dura mater","Outermost layer of the meninges","Brain","other_tissue"
"bone marrow","Tissue inside bones (produces blood cells)","Bone Marrow","blood_tissue"
"tonsil","Lymphoid tissue in the throat","Immune System","other_tissue"
"fungiform papilla","Structure on the tongue","Mouth","other_tissue"
"postcentral gyrus","Brain region (somatosensory cortex)","Brain","brain_tissue_or_region"
"middle frontal gyrus","Brain region in the frontal lobe","Brain","brain_tissue_or_region"
"middle temporal gyrus","Brain region in the temporal lobe","Brain","brain_tissue_or_region"
"occipital pole","Posterior tip of the occipital lobe","Brain","brain_tissue_or_region"
"olfactory region","Region in the brain/nose for smell","Nervous System","other_tissue"
"trachea","Windpipe","Lung","lung_tissue"
"calcaneal tendon","Achilles tendon","Skeletal","connective_tissue"
"mouth mucosa","Lining of the mouth","Mouth","other_tissue"
"respiratory system smooth muscle","Muscle of the respiratory system","Lung","muscle_tissue"
"embryonic uterus","Developing uterus","Reproductive","reproductive_tissue"
"inferior rectus extraocular muscle","Eye muscle tissue","Muscle","muscle_tissue"
"superior rectus extraocular muscle","Eye muscle tissue","Muscle","muscle_tissue"
"cruciate ligament of knee","Knee ligament","Skeletal","connective_tissue"
"adult organism","General tissue from adult","Other","other_tissue"
"paracentral gyrus","Brain region on the medial surface","Brain","brain_tissue_or_region"
"nail plate","Fingernail/toenail","Skin","other_tissue"
"skin of palm of manus","Skin from the palm of the hand","Skin","skin_tissue"
"hair follicle dermal papilla cell","Cell at the base of the hair follicle","Skin","skin_cell"
"regular cardiac myocyte","Heart muscle cell","Heart","heart_cell"
"myometrial cell","Smooth muscle cell of the uterus","Reproductive","muscle_cell"
"airway epithelial cell","Lining cell of the airways","Lung","lung_cell"
"mammary stem cell","Stem cell of the breast","Breast","stem_cell"
"epithelial cell of umbilical artery","Lining cell of the umbilical artery","Vasculature","vasculature_cell"
"epithelial cell of alveolus of lung","Pneumocyte (lung cell)","Lung","lung_cell"
"melanocyte of skin","Pigment-producing cell in skin","Skin","skin_cell"
"articular chondrocyte of knee joint","Cartilage cell from the knee","Skeletal","skeletal_cell"
"dermis lymphatic vessel endothelial cell","Lining cell of skin lymph vessels","Skin","vasculature_cell"
"endothelial cell of coronary artery","Lining cell of the coronary artery","Vasculature","vasculature_cell"
"bladder microvascular endothelial cell","Lining cell of bladder blood capillaries","Bladder","vasculature_cell"
"cardiac ventricle fibroblast","Connective tissue cell of the heart ventricle","Heart","connective_tissue_cell"
"cardiac atrium fibroblast","Connective tissue cell of the heart atrium","Heart","connective_tissue_cell"
"pericardium fibroblast","Connective tissue cell of the pericardium (heart sac)","Heart","connective_tissue_cell"
"mammary microvascular endothelial cell","Lining cell of breast blood capillaries","Breast","vasculature_cell"
"placental pericyte","Cell supporting blood vessels in the placenta","Reproductive","vasculature_cell"
"hair follicular keratinocyte","Skin cell of the hair follicle","Skin","skin_cell"
"bronchus fibroblast of lung","Connective tissue cell from the bronchus","Lung","connective_tissue_cell"
"nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa","Lining cell of the nasal cavity","Other","other_cell"
"A375","Human malignant melanoma cell line","Cancer","cancer_cell_line"
"metanephros","Embryonic kidney tissue","Kidney","kidney_tissue"
"skin of body","Skin (general)","Skin","skin_tissue"
"mole","Skin nevus","Skin","other_tissue"
"Purkinje cell","Large neuron type found in the cerebellum","Brain","brain_cell"
"IgD-negative memory B cell","Memory B-cell subtype","Immune System","immune_cell"
"lymphoblast","Immature lymphocyte (B or T cell)","Immune System","immune_cell"
"fibroblast derived cell line","Cell line derived from fibroblasts","Skin","connective_tissue_cell"
"U-87 MG","Human glioblastoma cell line","Cancer","brain_cell_line"
"endocervix","Lining of the cervical canal","Reproductive","reproductive_tissue"
"cortex of kidney","Outer part of the kidney","Kidney","kidney_tissue"
"outer medulla of kidney","Inner part of the kidney","Kidney","kidney_tissue"
"hypothalamus","Brain region (controls hormones, homeostasis)","Brain","brain_tissue_or_region"
"cerebellar hemisphere","One of the two lobes of the cerebellum","Brain","brain_tissue_or_region"
"anterior lingual gland","Gland in the tongue","Gland","gland_tissue"
"C1 segment of cervical spinal cord","Top segment of the spinal cord","Brain","brain_tissue_or_region"
"left ventricle myocardium","Muscle tissue of the left heart ventricle","Heart","heart_tissue"
"anterior cingulate cortex","Brain region in the limbic system","Brain","brain_tissue_or_region"
"ectocervix","Outer part of the cervix","Reproductive","reproductive_tissue"
"venous blood","Blood from a vein","Blood","blood_tissue"
"nan","Splice site info missing other labels","Other","splice_sites"
